CustomerID,TotalOrders,TotalRevenue,FirstOrderDate,LastOrderDate,DaysSinceLastOrder
11279,2,44.570000,2013-08-03 00:00:00.000,2013-11-22 00:00:00.000,4517
11280,2,77.270000,2013-12-01 00:00:00.000,2014-01-08 00:00:00.000,4470
11282,2,5998.730000,2012-01-31 00:00:00.000,2013-06-04 00:00:00.000,4688
11293,2,85.220000,2013-07-27 00:00:00.000,2013-08-15 00:00:00.000,4616
11294,2,42.280000,2014-02-25 00:00:00.000,2014-06-05 00:00:00.000,4322
11296,2,5897.530000,2012-02-01 00:00:00.000,2013-07-01 00:00:00.000,4661
11301,2,131.260000,2013-11-09 00:00:00.000,2014-03-13 00:00:00.000,4406
11302,2,5938.190000,2012-02-06 00:00:00.000,2013-07-05 00:00:00.000,4657
11303,2,5875.550000,2012-02-02 00:00:00.000,2013-07-26 00:00:00.000,4636
11304,2,122.210000,2013-08-20 00:00:00.000,2013-09-22 00:00:00.000,4578
11308,2,94.260000,2014-02-07 00:00:00.000,2014-06-17 00:00:00.000,4310
11309,2,42.280000,2013-12-09 00:00:00.000,2014-06-07 00:00:00.000,4320
11311,2,77.270000,2013-09-18 00:00:00.000,2014-02-13 00:00:00.000,4434
11312,2,42.280000,2013-10-17 00:00:00.000,2013-11-02 00:00:00.000,4537
11313,2,44.570000,2013-10-07 00:00:00.000,2014-04-28 00:00:00.000,4360
11314,2,47.530000,2013-07-28 00:00:00.000,2014-05-05 00:00:00.000,4353
11315,2,42.280000,2013-10-20 00:00:00.000,2014-05-19 00:00:00.000,4339
11317,2,5873.260000,2012-02-01 00:00:00.000,2013-07-21 00:00:00.000,4641
11318,2,44.570000,2014-03-19 00:00:00.000,2014-04-10 00:00:00.000,4378
11321,2,37.290000,2013-07-26 00:00:00.000,2013-10-28 00:00:00.000,4542
11322,2,44.570000,2013-08-24 00:00:00.000,2013-10-21 00:00:00.000,4549
11325,2,6044.200000,2012-02-19 00:00:00.000,2013-07-03 00:00:00.000,4659
11508,2,77.270000,2013-10-02 00:00:00.000,2013-10-14 00:00:00.000,4556
11511,1,35.000000,2013-08-13 00:00:00.000,2013-08-13 00:00:00.000,4618
11514,1,39.990000,2013-11-24 00:00:00.000,2013-11-24 00:00:00.000,4515
11518,2,82.200000,2014-03-29 00:00:00.000,2014-04-13 00:00:00.000,4375
11521,2,44.570000,2013-08-05 00:00:00.000,2014-04-09 00:00:00.000,4379
11522,2,5888.240000,2012-02-03 00:00:00.000,2013-07-04 00:00:00.000,4658
11525,2,5935.550000,2012-02-06 00:00:00.000,2013-07-25 00:00:00.000,4637
11529,2,5944.210000,2012-02-24 00:00:00.000,2013-07-07 00:00:00.000,4655
11532,2,44.570000,2013-09-05 00:00:00.000,2014-05-29 00:00:00.000,4329
11535,2,5919.210000,2012-02-02 00:00:00.000,2013-08-15 00:00:00.000,4616
11541,2,5973.240000,2012-02-12 00:00:00.000,2013-09-13 00:00:00.000,4587
11620,2,44.570000,2013-07-11 00:00:00.000,2013-12-27 00:00:00.000,4482
11621,2,123.240000,2014-01-01 00:00:00.000,2014-04-01 00:00:00.000,4387
11622,2,133.750000,2013-09-08 00:00:00.000,2013-11-15 00:00:00.000,4524
11630,2,5933.260000,2012-02-21 00:00:00.000,2013-09-27 00:00:00.000,4573
11633,2,77.270000,2014-04-15 00:00:00.000,2014-06-16 00:00:00.000,4311
11634,2,39.580000,2013-08-11 00:00:00.000,2013-09-26 00:00:00.000,4574
11643,2,100.220000,2013-09-21 00:00:00.000,2013-12-04 00:00:00.000,4505
11644,2,42.280000,2013-10-17 00:00:00.000,2014-06-07 00:00:00.000,4320
11645,2,153.460000,2014-04-12 00:00:00.000,2014-06-05 00:00:00.000,4322
11646,2,113.480000,2013-12-15 00:00:00.000,2013-12-25 00:00:00.000,4484
11653,2,178.960000,2013-09-16 00:00:00.000,2014-03-14 00:00:00.000,4405
11662,2,100.270000,2013-10-06 00:00:00.000,2013-12-06 00:00:00.000,4503
11663,2,5948.240000,2012-03-29 00:00:00.000,2013-07-18 00:00:00.000,4644
11667,2,91.280000,2013-12-04 00:00:00.000,2014-05-21 00:00:00.000,4337
11669,2,113.210000,2014-01-18 00:00:00.000,2014-01-19 00:00:00.000,4459
11673,2,191.950000,2013-07-02 00:00:00.000,2013-08-03 00:00:00.000,4628
11675,2,5898.260000,2012-03-26 00:00:00.000,2013-07-12 00:00:00.000,4650
11678,2,5900.550000,2012-03-11 00:00:00.000,2013-07-08 00:00:00.000,4654
11679,2,145.960000,2014-03-15 00:00:00.000,2014-05-01 00:00:00.000,4357
11680,2,93.980000,2014-02-01 00:00:00.000,2014-06-21 00:00:00.000,4306
11681,2,137.960000,2013-08-07 00:00:00.000,2014-04-27 00:00:00.000,4361
11682,2,252.980000,2014-02-05 00:00:00.000,2014-05-11 00:00:00.000,4347
11684,2,93.980000,2013-12-01 00:00:00.000,2014-05-14 00:00:00.000,4344
11685,2,110.920000,2013-08-11 00:00:00.000,2014-05-15 00:00:00.000,4343
11688,2,5967.230000,2012-03-03 00:00:00.000,2013-07-17 00:00:00.000,4645
11689,2,88.990000,2014-01-26 00:00:00.000,2014-02-02 00:00:00.000,4445
11690,2,5904.230000,2012-03-26 00:00:00.000,2013-09-26 00:00:00.000,4574
11696,2,5873.260000,2012-03-02 00:00:00.000,2013-09-29 00:00:00.000,4571
11699,2,122.250000,2013-10-29 00:00:00.000,2014-01-09 00:00:00.000,4469
11713,2,191.950000,2013-12-07 00:00:00.000,2014-04-23 00:00:00.000,4365
11717,2,192.470000,2013-10-25 00:00:00.000,2014-05-30 00:00:00.000,4328
11718,2,100.270000,2013-08-06 00:00:00.000,2013-08-21 00:00:00.000,4610
11722,2,153.460000,2013-12-30 00:00:00.000,2014-04-11 00:00:00.000,4377
11725,2,123.910000,2013-09-01 00:00:00.000,2013-10-02 00:00:00.000,4568
11726,2,223.440000,2014-03-12 00:00:00.000,2014-05-09 00:00:00.000,4349
11728,2,109.970000,2013-11-11 00:00:00.000,2014-04-08 00:00:00.000,4380
11729,2,159.960000,2013-12-27 00:00:00.000,2014-06-13 00:00:00.000,4314
11730,2,134.460000,2013-10-11 00:00:00.000,2014-06-10 00:00:00.000,4317
11735,2,109.970000,2013-07-27 00:00:00.000,2014-05-24 00:00:00.000,4334
11745,2,5948.230000,2012-03-11 00:00:00.000,2013-10-04 00:00:00.000,4566
11746,2,77.270000,2013-06-30 00:00:00.000,2014-04-11 00:00:00.000,4377
11747,2,115.960000,2014-01-07 00:00:00.000,2014-03-15 00:00:00.000,4404
11770,2,77.270000,2014-01-08 00:00:00.000,2014-03-23 00:00:00.000,4396
11771,2,94.480000,2013-08-31 00:00:00.000,2013-12-24 00:00:00.000,4485
11772,2,5913.240000,2012-03-09 00:00:00.000,2013-10-15 00:00:00.000,4555
11778,2,5873.260000,2012-03-28 00:00:00.000,2013-11-29 00:00:00.000,4510
11779,2,5873.260000,2012-03-18 00:00:00.000,2013-11-23 00:00:00.000,4516
11780,2,5973.240000,2012-03-16 00:00:00.000,2013-11-18 00:00:00.000,4521
11785,2,74.980000,2013-09-21 00:00:00.000,2014-01-31 00:00:00.000,4447
11786,2,126.960000,2014-05-31 00:00:00.000,2014-06-25 00:00:00.000,4302
11791,2,119.980000,2014-03-01 00:00:00.000,2014-05-03 00:00:00.000,4355
11798,2,5953.250000,2012-03-16 00:00:00.000,2013-11-11 00:00:00.000,4528
11799,2,5921.190000,2012-03-11 00:00:00.000,2013-11-09 00:00:00.000,4530
11800,2,77.270000,2014-01-10 00:00:00.000,2014-01-13 00:00:00.000,4465
11801,2,87.280000,2014-05-14 00:00:00.000,2014-06-02 00:00:00.000,4325
11803,2,229.950000,2013-12-29 00:00:00.000,2014-04-25 00:00:00.000,4363
11804,2,133.960000,2013-10-29 00:00:00.000,2014-01-12 00:00:00.000,4466
11810,2,5973.240000,2012-03-21 00:00:00.000,2013-11-24 00:00:00.000,4515
11812,2,5900.550000,2012-03-04 00:00:00.000,2013-11-18 00:00:00.000,4521
11813,2,5953.250000,2012-03-17 00:00:00.000,2013-11-28 00:00:00.000,4511
11814,2,101.260000,2013-11-23 00:00:00.000,2014-02-08 00:00:00.000,4439
11815,2,5948.240000,2012-03-03 00:00:00.000,2013-07-27 00:00:00.000,4635
11819,2,96.270000,2013-07-18 00:00:00.000,2014-06-18 00:00:00.000,4309
11828,2,93.980000,2013-09-03 00:00:00.000,2013-09-19 00:00:00.000,4581
11829,2,130.940000,2013-08-13 00:00:00.000,2013-11-21 00:00:00.000,4518
11832,2,124.970000,2013-07-21 00:00:00.000,2014-02-09 00:00:00.000,4438
11836,2,69.990000,2013-08-24 00:00:00.000,2013-09-22 00:00:00.000,4578
11838,2,135.210000,2013-10-31 00:00:00.000,2014-01-28 00:00:00.000,4450
11842,2,98.970000,2013-10-12 00:00:00.000,2014-05-06 00:00:00.000,4352
11843,2,116.760000,2013-07-10 00:00:00.000,2013-08-08 00:00:00.000,4623
11847,2,124.970000,2013-11-28 00:00:00.000,2014-04-17 00:00:00.000,4371
11848,2,92.270000,2013-12-27 00:00:00.000,2014-05-08 00:00:00.000,4350
11856,2,133.960000,2014-05-01 00:00:00.000,2014-06-02 00:00:00.000,4325
11857,2,124.970000,2014-03-08 00:00:00.000,2014-05-07 00:00:00.000,4351
11859,2,72.280000,2013-09-22 00:00:00.000,2014-05-03 00:00:00.000,4355
11862,2,209.230000,2013-10-16 00:00:00.000,2014-03-25 00:00:00.000,4394
11863,2,47.940000,2014-02-03 00:00:00.000,2014-02-04 00:00:00.000,4443
11864,2,47.940000,2013-08-01 00:00:00.000,2013-11-06 00:00:00.000,4533
11870,2,242.270000,2013-12-20 00:00:00.000,2014-06-19 00:00:00.000,4308
11871,2,69.990000,2013-07-26 00:00:00.000,2013-10-29 00:00:00.000,4541
11878,2,82.930000,2014-05-02 00:00:00.000,2014-05-14 00:00:00.000,4344
11879,2,107.420000,2013-07-30 00:00:00.000,2014-04-04 00:00:00.000,4384
11880,2,50.230000,2013-09-10 00:00:00.000,2014-04-05 00:00:00.000,4383
11882,2,47.940000,2013-07-20 00:00:00.000,2013-12-12 00:00:00.000,4497
11883,2,77.270000,2013-07-24 00:00:00.000,2014-04-16 00:00:00.000,4372
11884,2,109.970000,2013-07-20 00:00:00.000,2014-05-31 00:00:00.000,4327
11889,2,50.230000,2013-07-26 00:00:00.000,2013-08-04 00:00:00.000,4627
11925,2,5968.230000,2012-03-10 00:00:00.000,2013-11-19 00:00:00.000,4520
11926,2,47.940000,2013-10-04 00:00:00.000,2013-11-18 00:00:00.000,4521
11927,2,51.940000,2014-06-11 00:00:00.000,2014-06-30 00:00:00.000,4297
11933,2,5933.260000,2012-03-14 00:00:00.000,2013-11-27 00:00:00.000,4512
11934,2,5994.720000,2012-04-20 00:00:00.000,2013-11-10 00:00:00.000,4529
11935,1,35.000000,2013-11-06 00:00:00.000,2013-11-06 00:00:00.000,4533
11936,1,42.280000,2013-09-05 00:00:00.000,2013-09-05 00:00:00.000,4595
11937,2,5888.240000,2012-03-30 00:00:00.000,2013-12-02 00:00:00.000,4507
11941,2,108.960000,2014-01-07 00:00:00.000,2014-04-04 00:00:00.000,4384
11953,2,65.250000,2013-07-12 00:00:00.000,2014-02-16 00:00:00.000,4431
11957,2,91.250000,2013-07-15 00:00:00.000,2014-06-10 00:00:00.000,4317
11958,2,159.960000,2013-11-16 00:00:00.000,2014-04-12 00:00:00.000,4376
11960,2,74.980000,2013-08-25 00:00:00.000,2013-12-28 00:00:00.000,4481
11970,2,109.970000,2013-10-25 00:00:00.000,2014-02-21 00:00:00.000,4426
11972,2,65.250000,2014-04-11 00:00:00.000,2014-05-24 00:00:00.000,4334
11973,2,88.960000,2013-07-30 00:00:00.000,2013-08-10 00:00:00.000,4621
11981,2,119.760000,2013-09-09 00:00:00.000,2014-06-30 00:00:00.000,4297
11985,2,89.980000,2013-07-30 00:00:00.000,2014-06-07 00:00:00.000,4320
12022,2,136.250000,2014-01-16 00:00:00.000,2014-02-02 00:00:00.000,4445
12024,2,83.970000,2013-07-26 00:00:00.000,2014-01-17 00:00:00.000,4461
12025,2,5910.550000,2012-04-19 00:00:00.000,2013-11-13 00:00:00.000,4526
12027,2,5913.240000,2012-04-11 00:00:00.000,2013-12-26 00:00:00.000,4483
12030,2,5970.230000,2012-04-07 00:00:00.000,2013-12-26 00:00:00.000,4483
12033,2,5949.230000,2012-04-24 00:00:00.000,2013-12-13 00:00:00.000,4496
12041,2,5998.230000,2012-04-10 00:00:00.000,2013-12-01 00:00:00.000,4508
12042,2,5975.230000,2012-04-06 00:00:00.000,2013-12-12 00:00:00.000,4497
12048,2,133.960000,2014-02-11 00:00:00.000,2014-04-28 00:00:00.000,4360
12057,2,87.280000,2013-07-29 00:00:00.000,2013-12-07 00:00:00.000,4502
12059,2,5930.230000,2012-04-23 00:00:00.000,2013-07-25 00:00:00.000,4637
12063,2,84.990000,2014-02-10 00:00:00.000,2014-04-15 00:00:00.000,4373
12064,2,122.420000,2013-08-18 00:00:00.000,2014-04-30 00:00:00.000,4358
12065,2,92.270000,2013-08-06 00:00:00.000,2013-09-01 00:00:00.000,4599
12075,2,5933.260000,2012-04-23 00:00:00.000,2013-12-25 00:00:00.000,4484
12078,2,5975.230000,2012-04-28 00:00:00.000,2013-12-04 00:00:00.000,4505
12083,2,5993.260000,2012-04-25 00:00:00.000,2013-08-02 00:00:00.000,4629
12084,2,5985.210000,2012-04-09 00:00:00.000,2013-12-19 00:00:00.000,4490
12085,2,108.460000,2013-11-21 00:00:00.000,2014-01-24 00:00:00.000,4454
12088,2,170.940000,2014-05-28 00:00:00.000,2014-06-27 00:00:00.000,4300
12091,2,83.970000,2013-07-08 00:00:00.000,2014-02-02 00:00:00.000,4445
12092,2,51.270000,2013-10-02 00:00:00.000,2013-11-03 00:00:00.000,4536
12098,2,83.970000,2013-07-01 00:00:00.000,2014-05-13 00:00:00.000,4345
12099,2,43.990000,2013-09-11 00:00:00.000,2014-04-07 00:00:00.000,4381
12108,2,5946.200000,2012-04-19 00:00:00.000,2013-12-08 00:00:00.000,4501
12109,2,5930.230000,2012-04-11 00:00:00.000,2013-12-13 00:00:00.000,4496
12115,2,89.980000,2013-11-05 00:00:00.000,2013-11-21 00:00:00.000,4518
12116,2,5933.250000,2012-04-21 00:00:00.000,2013-08-22 00:00:00.000,4609
12117,2,159.990000,2014-01-03 00:00:00.000,2014-05-20 00:00:00.000,4338
12120,2,5908.260000,2012-04-04 00:00:00.000,2013-12-29 00:00:00.000,4480
12121,2,5946.200000,2012-04-22 00:00:00.000,2013-12-29 00:00:00.000,4480
12138,2,119.910000,2014-01-28 00:00:00.000,2014-01-31 00:00:00.000,4447
12139,2,102.930000,2013-12-02 00:00:00.000,2014-05-22 00:00:00.000,4336
12141,2,5979.220000,2012-04-06 00:00:00.000,2013-08-10 00:00:00.000,4621
12142,2,5945.210000,2012-04-28 00:00:00.000,2013-08-02 00:00:00.000,4629
12143,2,5993.260000,2012-04-17 00:00:00.000,2013-08-19 00:00:00.000,4612
12144,2,50.230000,2013-08-22 00:00:00.000,2014-04-07 00:00:00.000,4381
12145,2,132.920000,2014-04-30 00:00:00.000,2014-06-02 00:00:00.000,4325
12148,2,82.930000,2014-04-25 00:00:00.000,2014-06-01 00:00:00.000,4326
12149,2,82.930000,2013-10-01 00:00:00.000,2014-06-10 00:00:00.000,4317
12155,2,5930.230000,2012-04-22 00:00:00.000,2013-08-26 00:00:00.000,4605
12160,2,5945.230000,2012-04-19 00:00:00.000,2013-08-08 00:00:00.000,4623
12161,2,206.940000,2013-08-09 00:00:00.000,2014-04-27 00:00:00.000,4361
12167,2,5975.230000,2012-03-30 00:00:00.000,2013-08-13 00:00:00.000,4618
12168,2,72.880000,2013-07-29 00:00:00.000,2014-01-23 00:00:00.000,4455
12176,2,162.280000,2013-07-05 00:00:00.000,2014-06-16 00:00:00.000,4311
12178,2,5933.250000,2012-05-26 00:00:00.000,2013-08-02 00:00:00.000,4629
12179,2,5913.240000,2012-05-17 00:00:00.000,2013-12-08 00:00:00.000,4501
12180,2,5930.230000,2012-05-11 00:00:00.000,2013-12-04 00:00:00.000,4505
12184,2,5875.550000,2012-05-23 00:00:00.000,2013-08-18 00:00:00.000,4613
12185,2,50.230000,2013-08-29 00:00:00.000,2013-09-15 00:00:00.000,4585
12192,2,159.990000,2013-09-12 00:00:00.000,2014-05-24 00:00:00.000,4334
12198,2,5969.700000,2012-05-16 00:00:00.000,2013-12-09 00:00:00.000,4500
12199,2,194.980000,2013-11-16 00:00:00.000,2014-04-15 00:00:00.000,4373
12204,2,119.930000,2013-06-30 00:00:00.000,2013-11-22 00:00:00.000,4517
12207,2,5875.550000,2012-05-26 00:00:00.000,2013-09-11 00:00:00.000,4589
12208,2,5954.220000,2012-05-17 00:00:00.000,2013-09-16 00:00:00.000,4584
12364,2,5898.260000,2012-05-27 00:00:00.000,2013-08-31 00:00:00.000,4600
12365,2,53.970000,2013-09-01 00:00:00.000,2013-11-06 00:00:00.000,4533
12366,2,88.960000,2013-09-11 00:00:00.000,2014-04-29 00:00:00.000,4359
12413,2,162.280000,2013-11-20 00:00:00.000,2014-01-13 00:00:00.000,4465
12414,2,157.290000,2013-10-27 00:00:00.000,2014-01-31 00:00:00.000,4447
12415,1,74.980000,2014-04-24 00:00:00.000,2014-04-24 00:00:00.000,4364
12418,2,5969.720000,2012-05-22 00:00:00.000,2014-04-08 00:00:00.000,4380
12419,1,35.000000,2013-11-10 00:00:00.000,2013-11-10 00:00:00.000,4529
12420,1,42.280000,2013-08-15 00:00:00.000,2013-08-15 00:00:00.000,4616
12422,1,35.000000,2014-03-15 00:00:00.000,2014-03-15 00:00:00.000,4404
12423,2,5908.250000,2012-05-20 00:00:00.000,2014-04-20 00:00:00.000,4368
12424,1,99.470000,2014-01-25 00:00:00.000,2014-01-25 00:00:00.000,4453
12425,1,89.980000,2014-04-19 00:00:00.000,2014-04-19 00:00:00.000,4369
12434,1,74.980000,2014-04-22 00:00:00.000,2014-04-22 00:00:00.000,4366
12436,1,42.280000,2013-11-16 00:00:00.000,2013-11-16 00:00:00.000,4523
12437,2,5983.220000,2012-05-14 00:00:00.000,2013-12-18 00:00:00.000,4491
12439,1,124.970000,2013-08-25 00:00:00.000,2013-08-25 00:00:00.000,4606
12445,1,21.980000,2014-01-08 00:00:00.000,2014-01-08 00:00:00.000,4470
12448,2,5915.540000,2012-05-27 00:00:00.000,2013-12-31 00:00:00.000,4478
12452,2,5935.550000,2012-05-22 00:00:00.000,2013-12-31 00:00:00.000,4478
12453,1,21.980000,2013-10-20 00:00:00.000,2013-10-20 00:00:00.000,4550
12454,1,71.950000,2013-09-08 00:00:00.000,2013-09-08 00:00:00.000,4592
12456,1,21.980000,2014-06-18 00:00:00.000,2014-06-18 00:00:00.000,4309
12457,1,24.270000,2013-09-04 00:00:00.000,2013-09-04 00:00:00.000,4596
12528,1,71.970000,2014-01-28 00:00:00.000,2014-01-28 00:00:00.000,4450
12531,1,21.980000,2013-08-18 00:00:00.000,2013-08-18 00:00:00.000,4613
12533,2,271.950000,2013-07-04 00:00:00.000,2013-09-13 00:00:00.000,4587
12707,2,5948.230000,2012-05-24 00:00:00.000,2013-09-13 00:00:00.000,4587
12757,1,106.960000,2013-09-03 00:00:00.000,2013-09-03 00:00:00.000,4597
12758,1,74.980000,2013-10-26 00:00:00.000,2013-10-26 00:00:00.000,4544
12759,1,21.980000,2013-11-26 00:00:00.000,2013-11-26 00:00:00.000,4513
12761,2,5929.230000,2012-05-24 00:00:00.000,2014-01-09 00:00:00.000,4469
12764,2,4347.760000,2012-05-17 00:00:00.000,2013-09-04 00:00:00.000,4596
12766,2,4417.730000,2012-05-22 00:00:00.000,2013-11-05 00:00:00.000,4534
12767,1,35.000000,2014-01-23 00:00:00.000,2014-01-23 00:00:00.000,4455
12769,2,5948.240000,2012-05-24 00:00:00.000,2014-01-09 00:00:00.000,4469
12772,2,5913.240000,2012-05-08 00:00:00.000,2014-01-20 00:00:00.000,4458
12773,2,5908.250000,2012-05-28 00:00:00.000,2014-01-09 00:00:00.000,4469
12776,2,86.260000,2013-08-26 00:00:00.000,2014-06-23 00:00:00.000,4304
12777,2,5900.550000,2012-05-08 00:00:00.000,2014-01-05 00:00:00.000,4473
12779,2,5980.230000,2012-05-02 00:00:00.000,2014-01-22 00:00:00.000,4456
12780,2,5940.540000,2012-05-22 00:00:00.000,2014-02-17 00:00:00.000,4430
12784,2,5985.220000,2012-05-20 00:00:00.000,2014-02-06 00:00:00.000,4441
12787,2,53.560000,2013-10-12 00:00:00.000,2014-02-25 00:00:00.000,4422
12792,1,76.970000,2014-06-08 00:00:00.000,2014-06-08 00:00:00.000,4319
12794,1,21.980000,2014-01-26 00:00:00.000,2014-01-26 00:00:00.000,4452
12796,1,71.970000,2013-09-04 00:00:00.000,2013-09-04 00:00:00.000,4596
12875,1,80.940000,2014-05-14 00:00:00.000,2014-05-14 00:00:00.000,4344
12877,1,29.930000,2013-11-13 00:00:00.000,2013-11-13 00:00:00.000,4526
12888,1,96.460000,2014-03-15 00:00:00.000,2014-03-15 00:00:00.000,4404
12889,1,21.980000,2014-03-03 00:00:00.000,2014-03-03 00:00:00.000,4416
12891,1,21.980000,2014-05-19 00:00:00.000,2014-05-19 00:00:00.000,4339
12896,1,44.910000,2013-08-30 00:00:00.000,2013-08-30 00:00:00.000,4601
12901,2,5917.240000,2012-05-06 00:00:00.000,2014-01-31 00:00:00.000,4447
12905,1,71.970000,2014-01-14 00:00:00.000,2014-01-14 00:00:00.000,4464
12906,1,21.980000,2013-07-19 00:00:00.000,2013-07-19 00:00:00.000,4643
12907,1,141.980000,2013-08-19 00:00:00.000,2013-08-19 00:00:00.000,4612
12908,1,85.480000,2013-08-06 00:00:00.000,2013-08-06 00:00:00.000,4625
12912,2,5898.260000,2012-05-28 00:00:00.000,2014-03-26 00:00:00.000,4393
12913,2,5922.530000,2012-05-26 00:00:00.000,2014-03-26 00:00:00.000,4393
12915,2,5896.190000,2012-05-11 00:00:00.000,2014-03-12 00:00:00.000,4407
12917,2,5898.260000,2012-05-22 00:00:00.000,2013-09-19 00:00:00.000,4581
12920,2,105.950000,2013-11-17 00:00:00.000,2014-02-10 00:00:00.000,4437
