SalesOrderID,OrderDate,CustomerID,TerritoryID,Territory,Country,ProductID,ProductName,Category,Subcategory,OrderQty,UnitPrice,UnitPriceDiscount,LineTotal,TotalDue
43661,2011-05-31 00:00:00.000,29734,6,Canada,CA,716,"Long-Sleeve Logo Jersey, XL",Clothing,Jerseys,2,28.8404,0.00,57.680800,36865.8012
43661,2011-05-31 00:00:00.000,29734,6,Canada,CA,777,"Mountain-100 Black, 44",Bikes,Mountain Bikes,2,2024.994,0.00,4049.988000,36865.8012
43661,2011-05-31 00:00:00.000,29734,6,Canada,CA,708,"Sport-100 Helmet, Black",Accessories,Helmets,5,20.1865,0.00,100.932500,36865.8012
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,764,"Road-650 Red, 52",Bikes,Road Bikes,3,419.4589,0.00,1258.376700,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,770,"Road-650 Black, 52",Bikes,Road Bikes,5,419.4589,0.00,2097.294500,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,730,"LL Road Frame - Red, 62",Components,Road Frames,2,183.9382,0.00,367.876400,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,754,"Road-450 Red, 58",Bikes,Road Bikes,4,874.794,0.00,3499.176000,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,725,"LL Road Frame - Red, 44",Components,Road Frames,3,183.9382,0.00,551.814600,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,762,"Road-650 Red, 44",Bikes,Road Bikes,5,419.4589,0.00,2097.294500,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,765,"Road-650 Black, 58",Bikes,Road Bikes,3,419.4589,0.00,1258.376700,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,768,"Road-650 Black, 44",Bikes,Road Bikes,2,419.4589,0.00,838.917800,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,753,"Road-150 Red, 56",Bikes,Road Bikes,1,2146.962,0.00,2146.962000,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,756,"Road-450 Red, 44",Bikes,Road Bikes,1,874.794,0.00,874.794000,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,763,"Road-650 Red, 48",Bikes,Road Bikes,3,419.4589,0.00,1258.376700,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,732,"ML Road Frame - Red, 48",Components,Road Frames,1,356.898,0.00,356.898000,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,758,"Road-450 Red, 52",Bikes,Road Bikes,6,874.794,0.00,5248.764000,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,729,"LL Road Frame - Red, 60",Components,Road Frames,1,183.9382,0.00,183.938200,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,722,"LL Road Frame - Black, 58",Components,Road Frames,3,178.5808,0.00,535.742400,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,749,"Road-150 Red, 62",Bikes,Road Bikes,1,2146.962,0.00,2146.962000,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,760,"Road-650 Red, 60",Bikes,Road Bikes,3,419.4589,0.00,1258.376700,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,726,"LL Road Frame - Red, 48",Components,Road Frames,1,183.9382,0.00,183.938200,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,733,"ML Road Frame - Red, 52",Components,Road Frames,1,356.898,0.00,356.898000,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,738,"LL Road Frame - Black, 52",Components,Road Frames,1,178.5808,0.00,178.580800,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,766,"Road-650 Black, 60",Bikes,Road Bikes,3,419.4589,0.00,1258.376700,32474.9324
43662,2011-05-31 00:00:00.000,29994,6,Canada,CA,755,"Road-450 Red, 60",Bikes,Road Bikes,1,874.794,0.00,874.794000,32474.9324
43663,2011-05-31 00:00:00.000,29565,4,Southwest,US,760,"Road-650 Red, 60",Bikes,Road Bikes,1,419.4589,0.00,419.458900,472.3108
43664,2011-05-31 00:00:00.000,29898,1,Northwest,US,772,"Mountain-100 Silver, 42",Bikes,Mountain Bikes,1,2039.994,0.00,2039.994000,27510.4109
43664,2011-05-31 00:00:00.000,29898,1,Northwest,US,775,"Mountain-100 Black, 38",Bikes,Mountain Bikes,4,2024.994,0.00,8099.976000,27510.4109
43664,2011-05-31 00:00:00.000,29898,1,Northwest,US,714,"Long-Sleeve Logo Jersey, M",Clothing,Jerseys,1,28.8404,0.00,28.840400,27510.4109
43664,2011-05-31 00:00:00.000,29898,1,Northwest,US,716,"Long-Sleeve Logo Jersey, XL",Clothing,Jerseys,1,28.8404,0.00,28.840400,27510.4109
43664,2011-05-31 00:00:00.000,29898,1,Northwest,US,777,"Mountain-100 Black, 44",Bikes,Mountain Bikes,2,2024.994,0.00,4049.988000,27510.4109
43664,2011-05-31 00:00:00.000,29898,1,Northwest,US,771,"Mountain-100 Silver, 38",Bikes,Mountain Bikes,3,2039.994,0.00,6119.982000,27510.4109
43664,2011-05-31 00:00:00.000,29898,1,Northwest,US,773,"Mountain-100 Silver, 44",Bikes,Mountain Bikes,1,2039.994,0.00,2039.994000,27510.4109
43664,2011-05-31 00:00:00.000,29898,1,Northwest,US,778,"Mountain-100 Black, 48",Bikes,Mountain Bikes,1,2024.994,0.00,2024.994000,27510.4109
43665,2011-05-31 00:00:00.000,29580,1,Northwest,US,711,"Sport-100 Helmet, Blue",Accessories,Helmets,2,20.1865,0.00,40.373000,16158.6961
43665,2011-05-31 00:00:00.000,29580,1,Northwest,US,773,"Mountain-100 Silver, 44",Bikes,Mountain Bikes,1,2039.994,0.00,2039.994000,16158.6961
43665,2011-05-31 00:00:00.000,29580,1,Northwest,US,707,"Sport-100 Helmet, Red",Accessories,Helmets,1,20.1865,0.00,20.186500,16158.6961
43665,2011-05-31 00:00:00.000,29580,1,Northwest,US,715,"Long-Sleeve Logo Jersey, L",Clothing,Jerseys,2,28.8404,0.00,57.680800,16158.6961
43665,2011-05-31 00:00:00.000,29580,1,Northwest,US,777,"Mountain-100 Black, 44",Bikes,Mountain Bikes,2,2024.994,0.00,4049.988000,16158.6961
43665,2011-05-31 00:00:00.000,29580,1,Northwest,US,712,AWC Logo Cap,Clothing,Caps,2,5.1865,0.00,10.373000,16158.6961
43665,2011-05-31 00:00:00.000,29580,1,Northwest,US,775,"Mountain-100 Black, 38",Bikes,Mountain Bikes,2,2024.994,0.00,4049.988000,16158.6961
43665,2011-05-31 00:00:00.000,29580,1,Northwest,US,778,"Mountain-100 Black, 48",Bikes,Mountain Bikes,1,2024.994,0.00,2024.994000,16158.6961
43665,2011-05-31 00:00:00.000,29580,1,Northwest,US,709,"Mountain Bike Socks, M",Clothing,Socks,6,5.70,0.00,34.200000,16158.6961
43665,2011-05-31 00:00:00.000,29580,1,Northwest,US,776,"Mountain-100 Black, 42",Bikes,Mountain Bikes,1,2024.994,0.00,2024.994000,16158.6961
43666,2011-05-31 00:00:00.000,30052,4,Southwest,US,764,"Road-650 Red, 52",Bikes,Road Bikes,1,419.4589,0.00,419.458900,5694.8564
43666,2011-05-31 00:00:00.000,30052,4,Southwest,US,753,"Road-150 Red, 56",Bikes,Road Bikes,1,2146.962,0.00,2146.962000,5694.8564
43666,2011-05-31 00:00:00.000,30052,4,Southwest,US,732,"ML Road Frame - Red, 48",Components,Road Frames,1,356.898,0.00,356.898000,5694.8564
43666,2011-05-31 00:00:00.000,30052,4,Southwest,US,756,"Road-450 Red, 44",Bikes,Road Bikes,1,874.794,0.00,874.794000,5694.8564
43666,2011-05-31 00:00:00.000,30052,4,Southwest,US,768,"Road-650 Black, 44",Bikes,Road Bikes,2,419.4589,0.00,838.917800,5694.8564
43666,2011-05-31 00:00:00.000,30052,4,Southwest,US,766,"Road-650 Black, 60",Bikes,Road Bikes,1,419.4589,0.00,419.458900,5694.8564
43667,2011-05-31 00:00:00.000,29974,3,Central,US,710,"Mountain Bike Socks, L",Clothing,Socks,3,5.70,0.00,17.100000,6876.3649
43667,2011-05-31 00:00:00.000,29974,3,Central,US,773,"Mountain-100 Silver, 44",Bikes,Mountain Bikes,1,2039.994,0.00,2039.994000,6876.3649
43667,2011-05-31 00:00:00.000,29974,3,Central,US,778,"Mountain-100 Black, 48",Bikes,Mountain Bikes,1,2024.994,0.00,2024.994000,6876.3649
43667,2011-05-31 00:00:00.000,29974,3,Central,US,775,"Mountain-100 Black, 38",Bikes,Mountain Bikes,1,2024.994,0.00,2024.994000,6876.3649
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,756,"Road-450 Red, 44",Bikes,Road Bikes,3,874.794,0.00,2624.382000,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,753,"Road-150 Red, 56",Bikes,Road Bikes,2,2146.962,0.00,4293.924000,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,760,"Road-650 Red, 60",Bikes,Road Bikes,7,419.4589,0.00,2936.212300,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,765,"Road-650 Black, 58",Bikes,Road Bikes,6,419.4589,0.00,2516.753400,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,715,"Long-Sleeve Logo Jersey, L",Clothing,Jerseys,6,28.8404,0.00,173.042400,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,730,"LL Road Frame - Red, 62",Components,Road Frames,6,183.9382,0.00,1103.629200,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,707,"Sport-100 Helmet, Red",Accessories,Helmets,2,20.1865,0.00,40.373000,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,711,"Sport-100 Helmet, Blue",Accessories,Helmets,2,20.1865,0.00,40.373000,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,754,"Road-450 Red, 58",Bikes,Road Bikes,2,874.794,0.00,1749.588000,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,712,AWC Logo Cap,Clothing,Caps,4,5.1865,0.00,20.746000,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,729,"LL Road Frame - Red, 60",Components,Road Frames,2,183.9382,0.00,367.876400,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,755,"Road-450 Red, 60",Bikes,Road Bikes,3,874.794,0.00,2624.382000,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,761,"Road-650 Red, 62",Bikes,Road Bikes,3,419.4589,0.00,1258.376700,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,770,"Road-650 Black, 52",Bikes,Road Bikes,2,419.4589,0.00,838.917800,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,726,"LL Road Frame - Red, 48",Components,Road Frames,3,183.9382,0.00,551.814600,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,764,"Road-650 Red, 52",Bikes,Road Bikes,2,419.4589,0.00,838.917800,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,766,"Road-650 Black, 60",Bikes,Road Bikes,2,419.4589,0.00,838.917800,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,725,"LL Road Frame - Red, 44",Components,Road Frames,2,183.9382,0.00,367.876400,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,716,"Long-Sleeve Logo Jersey, XL",Clothing,Jerseys,1,28.8404,0.00,28.840400,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,768,"Road-650 Black, 44",Bikes,Road Bikes,2,419.4589,0.00,838.917800,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,732,"ML Road Frame - Red, 48",Components,Road Frames,4,356.898,0.00,1427.592000,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,758,"Road-450 Red, 52",Bikes,Road Bikes,6,874.794,0.00,5248.764000,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,762,"Road-650 Red, 44",Bikes,Road Bikes,4,419.4589,0.00,1677.835600,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,738,"LL Road Frame - Black, 52",Components,Road Frames,3,178.5808,0.00,535.742400,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,714,"Long-Sleeve Logo Jersey, M",Clothing,Jerseys,4,28.8404,0.00,115.361600,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,722,"LL Road Frame - Black, 58",Components,Road Frames,3,178.5808,0.00,535.742400,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,708,"Sport-100 Helmet, Black",Accessories,Helmets,1,20.1865,0.00,20.186500,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,733,"ML Road Frame - Red, 52",Components,Road Frames,3,356.898,0.00,1070.694000,40487.7233
43668,2011-05-31 00:00:00.000,29614,6,Canada,CA,763,"Road-650 Red, 48",Bikes,Road Bikes,3,419.4589,0.00,1258.376700,40487.7233
43669,2011-05-31 00:00:00.000,29747,1,Northwest,US,747,"HL Mountain Frame - Black, 38",Components,Mountain Frames,1,714.7043,0.00,714.704300,807.2585
43670,2011-05-31 00:00:00.000,29566,3,Central,US,710,"Mountain Bike Socks, L",Clothing,Socks,1,5.70,0.00,5.700000,6893.2549
43670,2011-05-31 00:00:00.000,29566,3,Central,US,709,"Mountain Bike Socks, M",Clothing,Socks,2,5.70,0.00,11.400000,6893.2549
43670,2011-05-31 00:00:00.000,29566,3,Central,US,773,"Mountain-100 Silver, 44",Bikes,Mountain Bikes,2,2039.994,0.00,4079.988000,6893.2549
43670,2011-05-31 00:00:00.000,29566,3,Central,US,776,"Mountain-100 Black, 42",Bikes,Mountain Bikes,1,2024.994,0.00,2024.994000,6893.2549
43671,2011-05-31 00:00:00.000,29890,1,Northwest,US,753,"Road-150 Red, 56",Bikes,Road Bikes,1,2146.962,0.00,2146.962000,9153.6054
43671,2011-05-31 00:00:00.000,29890,1,Northwest,US,714,"Long-Sleeve Logo Jersey, M",Clothing,Jerseys,2,28.8404,0.00,57.680800,9153.6054
43671,2011-05-31 00:00:00.000,29890,1,Northwest,US,756,"Road-450 Red, 44",Bikes,Road Bikes,1,874.794,0.00,874.794000,9153.6054
43671,2011-05-31 00:00:00.000,29890,1,Northwest,US,768,"Road-650 Black, 44",Bikes,Road Bikes,2,419.4589,0.00,838.917800,9153.6054
43671,2011-05-31 00:00:00.000,29890,1,Northwest,US,732,"ML Road Frame - Red, 48",Components,Road Frames,2,356.898,0.00,713.796000,9153.6054
43671,2011-05-31 00:00:00.000,29890,1,Northwest,US,763,"Road-650 Red, 48",Bikes,Road Bikes,2,419.4589,0.00,838.917800,9153.6054
43671,2011-05-31 00:00:00.000,29890,1,Northwest,US,755,"Road-450 Red, 60",Bikes,Road Bikes,2,874.794,0.00,1749.588000,9153.6054
43671,2011-05-31 00:00:00.000,29890,1,Northwest,US,764,"Road-650 Red, 52",Bikes,Road Bikes,2,419.4589,0.00,838.917800,9153.6054
43671,2011-05-31 00:00:00.000,29890,1,Northwest,US,716,"Long-Sleeve Logo Jersey, XL",Clothing,Jerseys,1,28.8404,0.00,28.840400,9153.6054
43671,2011-05-31 00:00:00.000,29890,1,Northwest,US,711,"Sport-100 Helmet, Blue",Accessories,Helmets,1,20.1865,0.00,20.186500,9153.6054
43671,2011-05-31 00:00:00.000,29890,1,Northwest,US,708,"Sport-100 Helmet, Black",Accessories,Helmets,1,20.1865,0.00,20.186500,9153.6054
43672,2011-05-31 00:00:00.000,30067,6,Canada,CA,709,"Mountain Bike Socks, M",Clothing,Socks,6,5.70,0.00,34.200000,6895.41
43672,2011-05-31 00:00:00.000,30067,6,Canada,CA,776,"Mountain-100 Black, 42",Bikes,Mountain Bikes,2,2024.994,0.00,4049.988000,6895.41
43672,2011-05-31 00:00:00.000,30067,6,Canada,CA,774,"Mountain-100 Silver, 48",Bikes,Mountain Bikes,1,2039.994,0.00,2039.994000,6895.41
43673,2011-05-31 00:00:00.000,29844,2,Northeast,US,754,"Road-450 Red, 58",Bikes,Road Bikes,1,874.794,0.00,874.794000,4216.0258
43673,2011-05-31 00:00:00.000,29844,2,Northeast,US,715,"Long-Sleeve Logo Jersey, L",Clothing,Jerseys,3,28.8404,0.00,86.521200,4216.0258
43673,2011-05-31 00:00:00.000,29844,2,Northeast,US,729,"LL Road Frame - Red, 60",Components,Road Frames,1,183.9382,0.00,183.938200,4216.0258
43673,2011-05-31 00:00:00.000,29844,2,Northeast,US,761,"Road-650 Red, 62",Bikes,Road Bikes,2,419.4589,0.00,838.917800,4216.0258
43673,2011-05-31 00:00:00.000,29844,2,Northeast,US,762,"Road-650 Red, 44",Bikes,Road Bikes,1,419.4589,0.00,419.458900,4216.0258
43673,2011-05-31 00:00:00.000,29844,2,Northeast,US,738,"LL Road Frame - Black, 52",Components,Road Frames,2,178.5808,0.00,357.161600,4216.0258
43673,2011-05-31 00:00:00.000,29844,2,Northeast,US,770,"Road-650 Black, 52",Bikes,Road Bikes,2,419.4589,0.00,838.917800,4216.0258
43673,2011-05-31 00:00:00.000,29844,2,Northeast,US,712,AWC Logo Cap,Clothing,Caps,1,5.1865,0.00,5.186500,4216.0258
43673,2011-05-31 00:00:00.000,29844,2,Northeast,US,708,"Sport-100 Helmet, Black",Accessories,Helmets,2,20.1865,0.00,40.373000,4216.0258
43673,2011-05-31 00:00:00.000,29844,2,Northeast,US,711,"Sport-100 Helmet, Blue",Accessories,Helmets,1,20.1865,0.00,20.186500,4216.0258
43673,2011-05-31 00:00:00.000,29844,2,Northeast,US,707,"Sport-100 Helmet, Red",Accessories,Helmets,4,20.1865,0.00,80.746000,4216.0258
43674,2011-05-31 00:00:00.000,29596,6,Canada,CA,758,"Road-450 Red, 52",Bikes,Road Bikes,3,874.794,0.00,2624.382000,2955.0542
43675,2011-05-31 00:00:00.000,29827,3,Central,US,761,"Road-650 Red, 62",Bikes,Road Bikes,4,419.4589,0.00,1677.835600,6434.0848
43675,2011-05-31 00:00:00.000,29827,3,Central,US,711,"Sport-100 Helmet, Blue",Accessories,Helmets,5,20.1865,0.00,100.932500,6434.0848
43675,2011-05-31 00:00:00.000,29827,3,Central,US,738,"LL Road Frame - Black, 52",Components,Road Frames,2,178.5808,0.00,357.161600,6434.0848
43675,2011-05-31 00:00:00.000,29827,3,Central,US,708,"Sport-100 Helmet, Black",Accessories,Helmets,1,20.1865,0.00,20.186500,6434.0848
43675,2011-05-31 00:00:00.000,29827,3,Central,US,762,"Road-650 Red, 44",Bikes,Road Bikes,2,419.4589,0.00,838.917800,6434.0848
43675,2011-05-31 00:00:00.000,29827,3,Central,US,758,"Road-450 Red, 52",Bikes,Road Bikes,2,874.794,0.00,1749.588000,6434.0848
43675,2011-05-31 00:00:00.000,29827,3,Central,US,712,AWC Logo Cap,Clothing,Caps,2,5.1865,0.00,10.373000,6434.0848
43675,2011-05-31 00:00:00.000,29827,3,Central,US,754,"Road-450 Red, 58",Bikes,Road Bikes,1,874.794,0.00,874.794000,6434.0848
43675,2011-05-31 00:00:00.000,29827,3,Central,US,715,"Long-Sleeve Logo Jersey, L",Clothing,Jerseys,3,28.8404,0.00,86.521200,6434.0848
43676,2011-05-31 00:00:00.000,29811,5,Southeast,US,776,"Mountain-100 Black, 42",Bikes,Mountain Bikes,2,2024.994,0.00,4049.988000,15992.7446
43676,2011-05-31 00:00:00.000,29811,5,Southeast,US,778,"Mountain-100 Black, 48",Bikes,Mountain Bikes,2,2024.994,0.00,4049.988000,15992.7446
43676,2011-05-31 00:00:00.000,29811,5,Southeast,US,710,"Mountain Bike Socks, L",Clothing,Socks,1,5.70,0.00,5.700000,15992.7446
43676,2011-05-31 00:00:00.000,29811,5,Southeast,US,775,"Mountain-100 Black, 38",Bikes,Mountain Bikes,3,2024.994,0.00,6074.982000,15992.7446
43676,2011-05-31 00:00:00.000,29811,5,Southeast,US,709,"Mountain Bike Socks, M",Clothing,Socks,4,5.70,0.00,22.800000,15992.7446
43677,2011-05-31 00:00:00.000,29824,6,Canada,CA,715,"Long-Sleeve Logo Jersey, L",Clothing,Jerseys,3,28.8404,0.00,86.521200,8773.681
43677,2011-05-31 00:00:00.000,29824,6,Canada,CA,753,"Road-150 Red, 56",Bikes,Road Bikes,1,2146.962,0.00,2146.962000,8773.681
43677,2011-05-31 00:00:00.000,29824,6,Canada,CA,758,"Road-450 Red, 52",Bikes,Road Bikes,1,874.794,0.00,874.794000,8773.681
43677,2011-05-31 00:00:00.000,29824,6,Canada,CA,770,"Road-650 Black, 52",Bikes,Road Bikes,1,419.4589,0.00,419.458900,8773.681
43677,2011-05-31 00:00:00.000,29824,6,Canada,CA,708,"Sport-100 Helmet, Black",Accessories,Helmets,2,20.1865,0.00,40.373000,8773.681
43677,2011-05-31 00:00:00.000,29824,6,Canada,CA,760,"Road-650 Red, 60",Bikes,Road Bikes,4,419.4589,0.00,1677.835600,8773.681
43677,2011-05-31 00:00:00.000,29824,6,Canada,CA,765,"Road-650 Black, 58",Bikes,Road Bikes,2,419.4589,0.00,838.917800,8773.681
43677,2011-05-31 00:00:00.000,29824,6,Canada,CA,763,"Road-650 Red, 48",Bikes,Road Bikes,1,419.4589,0.00,419.458900,8773.681
43677,2011-05-31 00:00:00.000,29824,6,Canada,CA,712,AWC Logo Cap,Clothing,Caps,5,5.1865,0.00,25.932500,8773.681
43677,2011-05-31 00:00:00.000,29824,6,Canada,CA,707,"Sport-100 Helmet, Red",Accessories,Helmets,1,20.1865,0.00,20.186500,8773.681
43677,2011-05-31 00:00:00.000,29824,6,Canada,CA,754,"Road-450 Red, 58",Bikes,Road Bikes,1,874.794,0.00,874.794000,8773.681
43677,2011-05-31 00:00:00.000,29824,6,Canada,CA,729,"LL Road Frame - Red, 60",Components,Road Frames,2,183.9382,0.00,367.876400,8773.681
43678,2011-05-31 00:00:00.000,29889,4,Southwest,US,760,"Road-650 Red, 60",Bikes,Road Bikes,1,419.4589,0.00,419.458900,11036.3964
43678,2011-05-31 00:00:00.000,29889,4,Southwest,US,738,"LL Road Frame - Black, 52",Components,Road Frames,2,178.5808,0.00,357.161600,11036.3964
43678,2011-05-31 00:00:00.000,29889,4,Southwest,US,765,"Road-650 Black, 58",Bikes,Road Bikes,1,419.4589,0.00,419.458900,11036.3964
43678,2011-05-31 00:00:00.000,29889,4,Southwest,US,732,"ML Road Frame - Red, 48",Components,Road Frames,2,356.898,0.00,713.796000,11036.3964
43678,2011-05-31 00:00:00.000,29889,4,Southwest,US,762,"Road-650 Red, 44",Bikes,Road Bikes,3,419.4589,0.00,1258.376700,11036.3964
43678,2011-05-31 00:00:00.000,29889,4,Southwest,US,761,"Road-650 Red, 62",Bikes,Road Bikes,2,419.4589,0.00,838.917800,11036.3964
43678,2011-05-31 00:00:00.000,29889,4,Southwest,US,712,AWC Logo Cap,Clothing,Caps,3,5.1865,0.00,15.559500,11036.3964
43678,2011-05-31 00:00:00.000,29889,4,Southwest,US,708,"Sport-100 Helmet, Black",Accessories,Helmets,4,20.1865,0.00,80.746000,11036.3964
